facil,SiteCode  ,Storer         ,Sku                 ,Description                                                 ,<= 15 Days,>15 and <=30 Days   ,>30 and <=45 Days   ,>45 and <=60 Days   ,>60 and <=90 Days   ,>90 and <=120 Days  ,>120 and <=150 Days ,>150 and <=180 Days ,>180 and <=210 Days ,>210 Days 
DLNSW,VMI       ,M1100          ,RJ6M7               ,ASSY BASE PTR APCC HV C2665DNF                              ,10        ,0                   ,9                   ,28                  ,47                  ,0                   ,0                   ,0                   ,0                   ,1         
DLNSW,DMI       ,DELL           ,RJMVT               ,CSN MQUARIE LBL CODE WHT F9RV0                              ,0         ,0                   ,0                   ,0                   ,1377                ,0                   ,0                   ,0                   ,0                   ,0         
DLAKL,DMI       ,DELL           ,RPJRG               ,KIT APR II E-SRS 240 AUS                                    ,0         ,0                   ,36                  ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,RPJRG               ,KIT APR II E-SRS 240 AUS                                    ,509       ,54                  ,0                   ,6                   ,0                   ,0                   ,0                   ,0                   ,0                   ,10        
DLNSW,DMI       ,DELL           ,RPNJ2               ,FGA OPTI DT 9020 BTS                                        ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,2         
DLNSW,DMI       ,DELL           ,RT0T8               ,DIS FPL 19 P1913SB BLK ANZ                                  ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLWA ,DMI       ,DELL           ,RV5TV               ,CASE CRYG 17 ADVT BKPK                                      ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLAKL,DMI       ,DELL           ,RVV80               ,KIT CTRG INK S31 YEL APJ RTL                                ,0         ,0                   ,0                   ,0                   ,1                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,VMI       ,M1010          ,RVV80               ,KIT CTRG INK S31 YEL APJ RTL                                ,0         ,48                  ,27                  ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,RW3CN               ,ASSY BASE PTR ANZ B1163W                                    ,0         ,0                   ,0                   ,0                   ,1                   ,0                   ,0                   ,0                   ,0                   ,0         
DLWA ,DMI       ,DELL           ,RW3CN               ,ASSY BASE PTR ANZ B1163W                                    ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,3         
DLNSW,DMI       ,DELL           ,RY62Y               ,CSN LBL AST MIAS WH 3460 JW149                              ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,63        
DLAKL,DMI       ,DELL           ,RY855               ,CTRG TONR 1K MGTA 1320C                                     ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,14        
DLNSW,DMI       ,DELL           ,RYPTH               ,KIT SPKR 3.7V APJ NEW AD211                                 ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,88                  ,0         
DLNSW,DMI       ,DELL           ,SH-9010DT-DUAL-02   ,9010DT SI 360518 (Single Monitor P190S)                     ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,2         
DLNSW,DMI       ,DELL           ,T0529               ,PTR IJ LXK INK-CTRG BLK                                     ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,225       
DLNSW,DMI       ,DELL           ,T0P84               ,KIT MSE WRLES LS APAC WM514                                 ,0         ,0                   ,0                   ,0                   ,208                 ,383                 ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,T1XNW               ,FGA LAT LPT E7450/7450 BTS                                  ,0         ,0                   ,0                   ,0                   ,84                  ,150                 ,43                  ,0                   ,0                   ,0         
DLAKL,DMI       ,DELL           ,T222N               ,CTRG TONR 12K YEL 5130CDN                                   ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,3         
DLNSW,VMI       ,M1100          ,T222N               ,CTRG TONR 12K YEL 5130CDN                                   ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,128       
DLNSW,VMI       ,M1100          ,T226N               ,CRD MEM 1GB DDR2 5130CDN                                    ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,22        
DLAKL,DMI       ,DELL           ,T229N               ,CTRG DRUM CNSMB MGTA 5130CDN                                ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLNSW,VMI       ,M1100          ,T229N               ,CTRG DRUM CNSMB MGTA 5130CDN                                ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,49        
DLNSW,DMI       ,DELL           ,T2NX6               ,CSN LBL SI 5368 2WJM7                                       ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,20        
DLAKL,DMI       ,DELL           ,T43DV               ,CASE CRYG 14.1 NYL PRO TOP                                  ,0         ,0                   ,0                   ,0                   ,0                   ,270                 ,0                   ,0                   ,0                   ,36        
DLNSW,DMI       ,DELL           ,T43DV               ,CASE CRYG 14.1 NYL PRO TOP                                  ,105       ,128                 ,0                   ,10                  ,2                   ,6                   ,0                   ,1                   ,0                   ,4         
DLNSW,VMI       ,M1024          ,T43DV               ,CASE CRYG 14.1 NYL PRO TOP                                  ,0         ,1500                ,1372                ,0                   ,4                   ,0                   ,0                   ,0                   ,0                   ,0         
DLWA ,DMI       ,DELL           ,T43DV               ,CASE CRYG 14.1 NYL PRO TOP                                  ,1         ,0                   ,0                   ,0                   ,1                   ,0                   ,1                   ,0                   ,0                   ,3         
DLAKL,DMI       ,DELL           ,T55FY               ,ASSY TRAY FEEDER OPT 550 C37XX                              ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,2         
DLNSW,VMI       ,M1100          ,T55FY               ,ASSY TRAY FEEDER OPT 550 C37XX                              ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,14                  ,0                   ,0                   ,0         
DLWA ,DMI       ,DELL           ,T55FY               ,ASSY TRAY FEEDER OPT 550 C37XX                              ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLAKL,DMI       ,DELL           ,T5P23               ,CTRG TONR 12K CYAN C5765                                    ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLNSW,VMI       ,M1100          ,T5P23               ,CTRG TONR 12K CYAN C5765                                    ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,57        
DLNSW,VMI       ,M1010          ,T6J1J               ,CUS CTRG TONR 6K U/R B546X                                  ,0         ,4                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,7                   ,0         
DLNSW,VMI       ,M1100          ,T851H               ,ASSY BASE PTR NTWK AUS 1320C                                ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,20        
DLNSW,DMI       ,DELL           ,T98F4               ,CSN IAG LBL MIAS 2JHY9                                      ,0         ,0                   ,500                 ,0                   ,0                   ,0                   ,3700                ,0                   ,0                   ,749       
DLNSW,DMI       ,DELL           ,TFXX8               ,ASSY CBL DGL PXE L321X                                      ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,26        
DLNSW,VMI       ,M1100          ,TG142               ,KIT PTR RLR FUSER BTR EMF 311X                              ,0         ,0                   ,0                   ,8                   ,0                   ,0                   ,8                   ,0                   ,0                   ,16        
DLNSW,DMI       ,DELL           ,TGL-OPTIPLEX9020-01 ,Optiplex 9020 Micro                                         ,0         ,0                   ,0                   ,220                 ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,VMI       ,M1100          ,TH204               ,CTRG TONR 2K CYAN 3010CN                                    ,0         ,0                   ,20                  ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,6         
DLNSW,DMI       ,DELL           ,THI-E7440-01        ,Latitude E7440                                              ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,42        
DLNSW,DMI       ,DELL           ,THI-E7440-03        ,Latitude E7440                                              ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,2         
DLNSW,VMI       ,M1010          ,TJ987               ,CTRG MEDIA 30K DRUM PHCND 1720                              ,0         ,0                   ,1                   ,0                   ,0                   ,14                  ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,TK957               ,CORD PWR 250 2.5A 1M C5 E5 AUS                              ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1982      
DLAKL,DMI       ,DELL           ,TM82F               ,STND DIS HSCALE MKS14 ANZ                                   ,0         ,0                   ,0                   ,0                   ,10                  ,0                   ,15                  ,5                   ,0                   ,0         
DLNSW,VMI       ,M1888          ,TM82F               ,STND DIS HSCALE MKS14 ANZ                                   ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,209       
DLNSW,DMI       ,DELL           ,TM8G7               ,KIT SW OFCHS-2013 MPI ASIA                                  ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,4         
DLWA ,DMI       ,DELL           ,TM8G7               ,KIT SW OFCHS-2013 MPI ASIA                                  ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLNSW,DMI       ,DELL           ,TP2RT               ,CSN #1 LBL YTHVC                                            ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,391       
DLAKL,DMI       ,DELL           ,TPKJM               ,DIS FPL 19 P1911B ANZ                                       ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,4         
DLNSW,DMI       ,DELL           ,TPKJM               ,DIS FPL 19 P1911B ANZ                                       ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,33        
DLNSW,DMI       ,DELL           ,TR533               ,KIT CRD NTWK WRLES N1 BLKN SNP                              ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,4         
DLNSW,DMI       ,DELL           ,TRANS-E5450-01      ,Latitude E5450                                              ,0         ,0                   ,6                   ,0                   ,6                   ,3                   ,1                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,TRANS-E5550-01      ,Latitude E5550                                              ,0         ,0                   ,0                   ,0                   ,5                   ,0                   ,5                   ,2                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,TRANS-E7250-01      ,Latitude E7250                                              ,12        ,0                   ,0                   ,11                  ,0                   ,3                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,TTVXY               ,FGA OPTI DT 9020 BTS                                        ,0         ,0                   ,0                   ,0                   ,0                   ,65                  ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,TTYDM               ,CSN LBL SYS GREEN NDBM 3446                                 ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,296       
DLAKL,DMI       ,DELL           ,TW3NN               ,CTRG TONR 4K HY CYAN C266X                                  ,0         ,0                   ,18                  ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,VMI       ,M1100          ,TW3NN               ,CTRG TONR 4K HY CYAN C266X                                  ,450       ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,92                  ,0                   ,0         
DLAKL,DMI       ,DELL           ,TWR5P               ,KIT PTR LJ DRUM 4IN1 C37XX                                  ,0         ,0                   ,0                   ,8                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,VMI       ,M1100          ,TWR5P               ,KIT PTR LJ DRUM 4IN1 C37XX                                  ,16        ,0                   ,0                   ,10                  ,16                  ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,TX16T               ,FGA INSP LPT 3148 BTS                                       ,0         ,0                   ,0                   ,1                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,TYPDG               ,SI KIT CSN 1351 ASSY CBL                                    ,0         ,0                   ,0                   ,0                   ,110                 ,0                   ,0                   ,0                   ,0                   ,0         
DLAKL,DMI       ,DELL           ,TYV3H               ,CASE CRYG 11 LTHR SLV                                       ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLNSW,VMI       ,M1024          ,TYV3H               ,CASE CRYG 11 LTHR SLV                                       ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,67                  ,0                   ,34        
DLAKL,DMI       ,DELL           ,U157N               ,CTRG TONR 9K BLK 5130CDN                                    ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,10        
DLNSW,VMI       ,M1100          ,U157N               ,CTRG TONR 9K BLK 5130CDN                                    ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,25        
DLAKL,DMI       ,DELL           ,U162N               ,CTRG TONR WASTE CNTNR 5130CDN                               ,0         ,5                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,VMI       ,M1100          ,U162N               ,CTRG TONR WASTE CNTNR 5130CDN                               ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,57                  ,0                   ,0                   ,0         
DLNSW,VMI       ,M1100          ,U163N               ,CTRG DRUM CNSMB CYAN 5130CDN                                ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,62        
DLNSW,VMI       ,M1100          ,U164N               ,KIT PTR RLLR BTR 5130CDN                                    ,6         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,4         
DLAKL,DMI       ,DELL           ,U565K               ,KIT PTR MEM 512MB DIMM                                      ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,2         
DLNSW,VMI       ,M1100          ,U565K               ,KIT PTR MEM 512MB DIMM                                      ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,2         
DLNSW,VMI       ,M1100          ,U592F               ,KIT PTR RLLR FUSER EMEA 5110CN                              ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,48                  ,0                   ,0                   ,10        
DLNSW,DMI       ,DELL           ,U592K               ,CSN CBA OPTICAL MSE M5450SB                                 ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,843       
DLNSW,DMI       ,DELL           ,U9399               ,CORD PWR 250V 6FT AUS NZE KOR                               ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,80        
DLNSW,DMI       ,DELL           ,UCQ-E6540-01        ,E6540                                                       ,3         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,UCQ-E7250-01        ,E7250                                                       ,3         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,UCQ-E7450-01        ,E7450                                                       ,3         ,2                   ,2                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,VMI       ,M1100          ,UF100               ,KIT RLLR BTR PHCND 5110CN                                   ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,137       
DLNSW,DMI       ,DELL           ,UG116               ,CASE CRYG NYL LGE NBK SMSNT                                 ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,7         
DLNSW,DMI       ,DELL           ,UGL-E7250-01        ,Latitude E7250                                              ,0         ,0                   ,10                  ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,UGL-E7450-01        ,Latitude E7450                                              ,0         ,0                   ,30                  ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,UGL-M4800-01        ,M4800-SI796563                                              ,5         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,UGL-M6800-01        ,M6800                                                       ,0         ,5                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLAKL,DMI       ,DELL           ,UK852               ,CTRG INK STD SERIES-15 CLR                                  ,0         ,8                   ,0                   ,0                   ,2                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,UNSW-T7130          ,Tablet 7130                                                 ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,450       
DLAKL,DMI       ,DELL           ,V0PNK               ,CTRG TONR 3k YEL SY C37XX                                   ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,3         
DLNSW,VMI       ,M1100          ,V0PNK               ,CTRG TONR 3k YEL SY C37XX                                   ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,247       
DLAKL,DMI       ,DELL           ,V1620               ,CTRG TONR 1.2K CYAN SY C266X                                ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,4         
DLNSW,DMI       ,DELL           ,V1620               ,CTRG TONR 1.2K CYAN SY C266X                                ,23        ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,VMI       ,M1100          ,V1620               ,CTRG TONR 1.2K CYAN SY C266X                                ,150       ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,V1VXY               ,Laser Mouse                                                 ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLNSW,DMI       ,DELL           ,V28J2               ,CSN CSC-AMP AST MIAS AUS YD295                              ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,20        
DLNSW,DMI       ,DELL           ,V2XM8               ,CSN MICSOFT LBL SYS MIAS D557H                              ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,20        
DLAKL,DMI       ,DELL           ,V3W4C               ,CTRG TONR 1K MGTA 1660                                      ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,6                   ,0                   ,0                   ,0         
DLNSW,VMI       ,M1100          ,V3W4C               ,CTRG TONR 1K MGTA 1660                                      ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,37        
DLAKL,DMI       ,DELL           ,V4TG6               ,CTRG TONR 4K HY MGTA C266X                                  ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,3                   ,0                   ,0         
DLNSW,VMI       ,M1100          ,V4TG6               ,CTRG TONR 4K HY MGTA C266X                                  ,3         ,0                   ,0                   ,0                   ,0                   ,168                 ,0                   ,0                   ,0                   ,1         
DLAKL,DMI       ,DELL           ,V53F6               ,CTRG TONR 1K YEL 1660                                       ,0         ,0                   ,18                  ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,VMI       ,M1100          ,V53F6               ,CTRG TONR 1K YEL 1660                                       ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,123       
DLNSW,VMI       ,M1010          ,V5XDF               ,CUS CTRG TONR 20K REGLR B3465                               ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,6         
DLNSW,DMI       ,DELL           ,V7GWK               ,BASE PTR LS HV ANZ B3465DNF                                 ,0         ,0                   ,3                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,VMI       ,M1010          ,V7GWK               ,BASE PTR LS HV ANZ B3465DNF                                 ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,9                   ,0         
DLWA ,DMI       ,DELL           ,V7GWK               ,BASE PTR LS HV ANZ B3465DNF                                 ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLAKL,DMI       ,DELL           ,V8T9C               ,DIS 19.5 E2016H BLK ANZ                                     ,0         ,40                  ,74                  ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,VMI       ,M00029         ,V8T9C               ,DIS 19.5 E2016H BLK ANZ                                     ,330       ,60                  ,294                 ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,VMI       ,M1100          ,VD4YY               ,KIT PTR 2/4 HOLEPUNCH C7765DN                               ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,11        
DLAKL,DMI       ,DELL           ,VDV3F               ,ASSY CBL DL USB/RJ45 100 CD ST                              ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,4         
DLNSW,DMI       ,DELL           ,VDV3F               ,ASSY CBL DL USB/RJ45 100 CD ST                              ,2         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,3         
DLWA ,DMI       ,DELL           ,VJ4MG               ,DIS 21.5 S2240L ANZ                                         ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLNSW,DMI       ,DELL           ,VMND8               ,FGA INSP LPT 3537 BTS                                       ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLAKL,DMI       ,DELL           ,VR4FN               ,KIT KYBD USB US KG900 RTL PKG                               ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,33        
DLNSW,DMI       ,DELL           ,VR4FN               ,KIT KYBD USB US KG900 RTL PKG                               ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,55        
DLWA ,DMI       ,DELL           ,VR4FN               ,KIT KYBD USB US KG900 RTL PKG                               ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1                   ,0         
DLAKL,DMI       ,DELL           ,VR8PC               ,BASE PTR LS ANZ HV C1660W                                   ,0         ,9                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,VMI       ,M1100          ,VR8PC               ,BASE PTR LS ANZ HV C1660W                                   ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,2                   ,2         
DLNSW,DMI       ,DELL           ,VRFNT               ,CSN LBL 4746 EHP NDBM DNTKX                                 ,0         ,0                   ,0                   ,0                   ,84                  ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,VRPCP               ,FGA OPTI DT 9020 BTS                                        ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,3         
DLNSW,DMI       ,DELL           ,VTVTY               ,SI CUS CSN LBL NDBM WV2 TEST                                ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,18                  ,0         
DLNSW,VMI       ,M1010          ,VXHHR               ,ASSY TRAY STPLR FNSHR B5460DN                               ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,4         
DLNSW,DMI       ,DELL           ,W009C               ,E-View Laptop Stand                                         ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,34        
DLAKL,DMI       ,DELL           ,W0CYT               ,KIT PTR INK STD SRS21 CLR AP                                ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,6         
DLNSW,VMI       ,M1010          ,W0CYT               ,KIT PTR INK STD SRS21 CLR AP                                ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,49        
DLNSW,DMI       ,DELL           ,W0H5G               ,CSN LBL SYSTEM DSS NDIA 1653                                ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,200       
DLNSW,DMI       ,DELL           ,W18DY               ,CSN LBL 6948 PJC8V                                          ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,20        
DLAKL,DMI       ,DELL           ,W206N               ,TRAY PAPER OPT 550-SHEET 5130                               ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,4         
DLNSW,VMI       ,M1100          ,W206N               ,TRAY PAPER OPT 550-SHEET 5130                               ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,8         
DLNSW,VMI       ,M1100          ,W270K               ,KIT PTR MEM 1GB DIMM                                        ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,19        
DLNSW,DMI       ,DELL           ,W4P80               ,CSN LBL SYS NDBM 5791                                       ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1497      
DLAKL,DMI       ,DELL           ,W524M               ,ASSY BASE NBK ADAMO ICE AUC5                                ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLNSW,DMI       ,DELL           ,W654N               ,ASSY BASE NBK Z530 OL ANZ1                                  ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,10        
DLNSW,DMI       ,DELL           ,W895P               ,CTRG TONR 7K REGLR 3330DN                                   ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLAKL,DMI       ,DELL           ,W896P               ,CTRG TONR 14K REGLR 3330DN                                  ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,2         
DLAKL,DMI       ,DELL           ,W8D60               ,CTRG TONR 11K BLK C37XX                                     ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,6                   ,0                   ,0                   ,0         
DLNSW,VMI       ,M1100          ,W8D60               ,CTRG TONR 11K BLK C37XX                                     ,150       ,0                   ,40                  ,0                   ,0                   ,19                  ,0                   ,0                   ,0                   ,0         
DLAKL,DMI       ,DELL           ,W9R7K               ,ASSY DS WIRED D3100 ANZ                                     ,0         ,23                  ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,W9R7K               ,ASSY DS WIRED D3100 ANZ                                     ,0         ,0                   ,0                   ,0                   ,0                   ,1191                ,0                   ,0                   ,4                   ,0         
DLAKL,DMI       ,DELL           ,WD13R               ,430 PG CTRG INK VX25W SERIES32 CYAN                         ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,8         
DLNSW,VMI       ,M1010          ,WD13R               ,430 PG CTRG INK VX25W SERIES32 CYAN                         ,0         ,0                   ,70                  ,0                   ,0                   ,47                  ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,WES-790SF-BUL-01    ,790SF SI-402013                                             ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,2         
DLNSW,DMI       ,DELL           ,WES-E6420-WIS-02    ,E6420 SI 402018                                             ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,1         
DLAKL,DMI       ,DELL           ,WG0XY               ,KIT BTRY  PWC  65WHR 6C APJ                                 ,0         ,3                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0                   ,0         
DLNSW,DMI       ,DELL           ,WG0XY               ,KIT BTRY  PWC  65WHR 6C APJ                                 ,0         ,0                   ,0                   ,0                   ,0                   ,0                   ,120                 ,196                 ,0                   ,0         
